Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,MedianDaysBetweenOrders,AvgOrderValue,Churn
1730,1,224.98,2,1,3,6,727.5,224.98,1
1693,1,152.61,2,1,2,5,727.5,152.61,1
615,1,108.74,3,1,2,6,727.5,108.74,1
547,1,48.33,4,1,1,6,727.5,48.33,1
2401,1,152.2,1,1,2,4,727.5,152.2,1
177,1,85.24,4,1,2,7,727.5,85.24,0
1719,1,86.85,2,1,2,5,727.5,86.85,1
2618,1,308.33,1,1,4,6,727.5,308.33,1
956,2,245.94,3,3,3,9,812.0,122.97,1
739,2,121.32,3,3,2,8,989.0,60.66,1
2444,2,368.01,1,3,4,8,123.0,184.005,1
1502,1,195.56,2,1,3,6,727.5,195.56,1
580,1,47.23,3,1,1,5,727.5,47.23,1
1314,1,99.36,2,1,2,5,727.5,99.36,1
1369,1,602.01,2,1,4,7,727.5,602.01,1
1662,1,34.71,2,1,1,4,727.5,34.71,1
328,3,445.70000000000005,4,4,4,12,897.0,148.5666666666667,1
1275,1,92.32,2,1,2,5,727.5,92.32,1
586,2,214.42000000000002,3,3,3,9,204.0,107.21000000000001,1
212,1,73.6,4,1,1,6,727.5,73.6,1
2183,2,90.94,1,3,2,6,557.0,45.47,1
2332,1,79.83,1,1,1,3,727.5,79.83,1
1777,1,222.59,2,1,3,6,727.5,222.59,1
562,1,182.29,4,1,3,8,727.5,182.29,1
607,1,86.58,3,1,2,6,727.5,86.58,1
890,1,394.37,3,1,4,8,727.5,394.37,1
2706,1,118.85,1,1,2,4,727.5,118.85,1
9,2,150.84,4,3,2,9,2696.0,75.42,0
211,3,263.15999999999997,4,4,3,11,1065.0,87.71999999999998,1
2160,1,251.96,1,1,3,5,727.5,251.96,1
2489,1,40.48,1,1,1,3,727.5,40.48,1
2511,1,130.37,1,1,2,4,727.5,130.37,1
924,2,498.91,3,3,4,10,1552.0,249.455,1
312,1,135.67,4,1,2,7,727.5,135.67,1
1496,1,384.89,2,1,4,7,727.5,384.89,1
2483,1,88.2,1,1,2,4,727.5,88.2,1
232,1,284.33,4,1,3,8,727.5,284.33,1
826,1,148.72,3,1,2,6,727.5,148.72,1
893,1,147.0,3,1,2,6,727.5,147.0,1
895,1,340.31,3,1,4,8,727.5,340.31,1
1378,1,40.93,2,1,1,4,727.5,40.93,1
627,2,228.63,3,3,3,9,1120.0,114.315,1
701,1,188.71,3,1,3,7,727.5,188.71,1
2067,2,206.17000000000002,1,3,3,7,93.0,103.08500000000001,1
764,2,578.87,3,3,4,10,1777.0,289.435,1
2794,1,35.84,1,1,1,3,727.5,35.84,1
1657,1,10.84,2,1,1,4,727.5,10.84,1
2472,1,203.26,1,1,3,5,727.5,203.26,1
839,2,294.07,3,3,3,9,1504.0,147.035,1
1059,1,50.48,3,1,1,5,727.5,50.48,1
2697,1,62.52,1,1,1,3,727.5,62.52,1
1135,1,117.51,3,1,2,6,727.5,117.51,1
21,2,56.72,4,3,1,8,1691.0,28.36,0
2051,2,139.1,1,3,2,6,194.0,69.55,1
558,1,73.79,4,1,1,6,727.5,73.79,1
2193,1,226.26,1,1,3,5,727.5,226.26,1
893,1,75.43,3,1,1,5,727.5,75.43,1
438,1,241.09,4,1,3,8,727.5,241.09,1
1480,1,262.26,2,1,3,6,727.5,262.26,1
1310,1,568.24,2,1,4,7,727.5,568.24,1
2702,1,112.35,1,1,2,4,727.5,112.35,1
861,2,707.88,3,3,4,10,408.0,353.94,1
588,1,436.45,3,1,4,8,727.5,436.45,1
881,2,766.59,3,3,4,10,1125.0,383.295,1
198,2,386.11,4,3,4,11,1037.0,193.055,1
1387,2,506.59999999999997,2,3,4,9,346.0,253.29999999999998,1
1541,1,139.2,2,1,2,5,727.5,139.2,1
92,2,576.14,4,3,4,11,829.0,288.07,0
1582,2,80.59,2,3,1,6,236.0,40.295,1
2158,1,90.69,1,1,2,4,727.5,90.69,1
1262,1,70.67,2,1,1,4,727.5,70.67,1
1907,1,118.76,1,1,2,4,727.5,118.76,1
1223,1,244.24,3,1,3,7,727.5,244.24,1
1958,1,131.97,1,1,2,4,727.5,131.97,1
289,4,463.69,4,4,4,12,451.0,115.9225,1
1678,1,111.92,2,1,2,5,727.5,111.92,1
2520,2,73.5,1,3,1,5,90.0,36.75,1
372,2,109.49,4,3,2,9,69.0,54.745,1
576,1,59.39,3,1,1,5,727.5,59.39,1
2356,1,39.38,1,1,1,3,727.5,39.38,1
153,2,788.11,4,3,4,11,2079.0,394.055,0
1303,3,183.14,2,4,3,9,503.0,61.04666666666666,1
1957,1,205.36,1,1,3,5,727.5,205.36,1
250,1,728.36,4,1,4,9,727.5,728.36,1
151,2,229.56,4,3,3,10,2589.0,114.78,0
1615,1,260.38,2,1,3,6,727.5,260.38,1
290,1,30.57,4,1,1,6,727.5,30.57,1
1492,2,566.09,2,3,4,9,901.0,283.045,1
1674,1,83.32,2,1,1,4,727.5,83.32,1
1674,1,711.84,2,1,4,7,727.5,711.84,1
2244,1,95.89,1,1,2,4,727.5,95.89,1
1886,1,57.27,1,1,1,3,727.5,57.27,1
495,2,231.16,4,3,3,10,159.0,115.58,1
1493,2,841.85,2,3,4,9,642.0,420.925,1
885,1,239.67,3,1,3,7,727.5,239.67,1
1729,1,83.2,2,1,1,4,727.5,83.2,1
1454,2,243.78000000000003,2,3,3,8,345.0,121.89000000000001,1
2313,1,143.33,1,1,2,4,727.5,143.33,1
524,1,84.02,4,1,1,6,727.5,84.02,1
2503,1,75.57,1,1,1,3,727.5,75.57,1
1419,2,417.37,2,3,4,9,254.0,208.685,1
2008,1,96.61,1,1,2,4,727.5,96.61,1
803,1,192.69,3,1,3,7,727.5,192.69,1
1674,1,184.67,2,1,3,6,727.5,184.67,1
588,1,276.4,3,1,3,7,727.5,276.4,1
1573,2,332.6,2,3,4,9,433.0,166.3,1
2483,1,243.21,1,1,3,5,727.5,243.21,1
314,1,66.35,4,1,1,6,727.5,66.35,1
378,2,700.37,4,3,4,11,1404.0,350.185,1
1042,2,291.7,3,3,3,9,1364.0,145.85,1
195,2,351.24,4,3,4,11,660.0,175.62,1
140,3,431.25,4,4,4,12,1301.0,143.75,0
1065,1,268.82,3,1,3,7,727.5,268.82,1
1116,3,272.47,3,4,3,10,823.0,90.82333333333334,1
1550,2,211.35,2,3,3,8,1192.0,105.675,1
2607,1,42.2,1,1,1,3,727.5,42.2,1
1348,3,978.19,2,4,4,10,295.0,326.06333333333333,1
1741,1,157.35,2,1,2,5,727.5,157.35,1
1147,1,71.87,3,1,1,5,727.5,71.87,1
1668,1,281.84,2,1,3,6,727.5,281.84,1
892,1,260.73,3,1,3,7,727.5,260.73,1
1044,3,340.88,3,4,4,11,592.0,113.62666666666667,1
1730,2,366.75,2,3,4,9,618.0,183.375,1
1346,1,273.75,2,1,3,6,727.5,273.75,1
2312,1,249.4,1,1,3,5,727.5,249.4,1
319,1,181.07,4,1,3,8,727.5,181.07,1
917,1,218.42,3,1,3,7,727.5,218.42,1
81,1,148.06,4,1,2,7,727.5,148.06,0
813,2,292.52,3,3,3,9,858.0,146.26,1
1639,1,96.18,2,1,2,5,727.5,96.18,1
189,3,330.28999999999996,4,4,4,12,967.0,110.09666666666665,1
111,1,240.02,4,1,3,8,727.5,240.02,0
2376,1,33.78,1,1,1,3,727.5,33.78,1
2476,1,283.23,1,1,3,5,727.5,283.23,1
1704,1,99.97,2,1,2,5,727.5,99.97,1
1440,2,109.06,2,3,2,7,1374.0,54.53,1
1273,1,88.46,2,1,2,5,727.5,88.46,1
631,1,101.66,3,1,2,6,727.5,101.66,1
1197,1,369.93,3,1,4,8,727.5,369.93,1
706,1,251.15,3,1,3,7,727.5,251.15,1
1714,1,81.89,2,1,1,4,727.5,81.89,1
1614,1,293.13,2,1,3,6,727.5,293.13,1
2138,1,30.84,1,1,1,3,727.5,30.84,1
1304,1,22.97,2,1,1,4,727.5,22.97,1
1716,2,225.38,2,3,3,8,943.0,112.69,1
1149,2,503.14,3,3,4,10,1378.0,251.57,1
1763,2,513.31,2,3,4,9,615.0,256.655,1
1090,1,480.19,3,1,4,8,727.5,480.19,1
1892,1,71.09,1,1,1,3,727.5,71.09,1
1692,1,298.03,2,1,3,6,727.5,298.03,1
1925,1,115.89,1,1,2,4,727.5,115.89,1
2734,1,150.79,1,1,2,4,727.5,150.79,1
1282,1,62.47,2,1,1,4,727.5,62.47,1
1281,1,60.76,2,1,1,4,727.5,60.76,1
2661,1,78.76,1,1,1,3,727.5,78.76,1
1704,2,374.21,2,3,4,9,188.0,187.105,1
2707,1,240.07,1,1,3,5,727.5,240.07,1
391,1,102.2,4,1,2,7,727.5,102.2,1
621,2,150.39,3,3,2,8,2122.0,75.195,1
502,1,231.84,4,1,3,8,727.5,231.84,1
1597,2,440.94,2,3,4,9,121.0,220.47,1
1920,2,349.71000000000004,1,3,4,8,195.0,174.85500000000002,1
1722,1,137.04,2,1,2,5,727.5,137.04,1
2157,1,65.96,1,1,1,3,727.5,65.96,1
379,1,221.56,4,1,3,8,727.5,221.56,1
1816,1,67.7,2,1,1,4,727.5,67.7,1
1206,3,416.66,3,4,4,11,655.0,138.88666666666668,1
1554,1,76.64,2,1,1,4,727.5,76.64,1
1424,1,358.85,2,1,4,7,727.5,358.85,1
2784,1,260.81,1,1,3,5,727.5,260.81,1
1184,1,155.92,3,1,2,6,727.5,155.92,1
2,1,125.19,4,1,2,7,727.5,125.19,0
1059,3,460.19,3,4,4,11,783.0,153.39666666666668,1
807,2,465.09,3,3,4,10,1273.0,232.545,1
2374,1,150.64,1,1,2,4,727.5,150.64,1
526,2,358.0,4,3,4,11,1843.0,179.0,1
2114,1,42.68,1,1,1,3,727.5,42.68,1
2236,1,169.14,1,1,3,5,727.5,169.14,1
2785,1,35.06,1,1,1,3,727.5,35.06,1
2339,1,184.22,1,1,3,5,727.5,184.22,1
1867,1,222.85,1,1,3,5,727.5,222.85,1
436,2,243.0,4,3,3,10,3.0,121.5,1
1358,2,302.9,2,3,3,8,816.0,151.45,1
1185,2,231.05,3,3,3,9,614.0,115.525,1
1804,2,780.06,2,3,4,9,1007.0,390.03,1
1332,1,86.96,2,1,2,5,727.5,86.96,1
204,3,446.02,4,4,4,12,1133.0,148.67333333333332,1
41,2,365.68,4,3,4,11,1771.0,182.84,0
2727,1,66.76,1,1,1,3,727.5,66.76,1
153,4,712.85,4,4,4,12,181.0,178.2125,0
199,1,46.0,4,1,1,6,727.5,46.0,1
1656,1,175.12,2,1,3,6,727.5,175.12,1
2499,2,476.04,1,3,4,8,210.0,238.02,1
1016,1,145.32,3,1,2,6,727.5,145.32,1
803,3,996.27,3,4,4,11,636.0,332.09,1
2255,2,338.08,1,3,4,8,355.0,169.04,1
2295,1,263.24,1,1,3,5,727.5,263.24,1
97,1,186.64,4,1,3,8,727.5,186.64,0
1727,2,310.59000000000003,2,3,4,9,1095.0,155.29500000000002,1
2524,1,20.76,1,1,1,3,727.5,20.76,1
1571,2,183.06,2,3,3,8,811.0,91.53,1
1727,2,123.63999999999999,2,3,2,7,884.0,61.81999999999999,1
1043,4,310.09000000000003,3,4,4,11,530.0,77.52250000000001,1
684,1,77.25,3,1,1,5,727.5,77.25,1
516,3,291.21,4,4,3,11,998.0,97.07,1
1725,1,322.2,2,1,4,7,727.5,322.2,1
2550,2,256.77,1,3,3,7,280.0,128.385,1
743,3,302.17,3,4,3,10,921.0,100.72333333333334,1
97,1,270.27,4,1,3,8,727.5,270.27,0
1241,1,66.9,2,1,1,4,727.5,66.9,1
549,1,50.79,4,1,1,6,727.5,50.79,1
270,1,54.85,4,1,1,6,727.5,54.85,1
1598,1,36.16,2,1,1,4,727.5,36.16,1
2267,1,198.81,1,1,3,5,727.5,198.81,1
288,1,55.14,4,1,1,6,727.5,55.14,1
171,3,919.5400000000001,4,4,4,12,579.0,306.5133333333334,0
199,4,520.3,4,4,4,12,839.0,130.075,1
1168,2,672.43,3,3,4,10,1211.0,336.215,1
1272,1,499.93,2,1,4,7,727.5,499.93,1
1463,1,42.29,2,1,1,4,727.5,42.29,1
2451,1,43.68,1,1,1,3,727.5,43.68,1
627,1,110.34,3,1,2,6,727.5,110.34,1
1750,1,92.75,2,1,2,5,727.5,92.75,1
529,1,197.67,4,1,3,8,727.5,197.67,1
1628,1,299.23,2,1,3,6,727.5,299.23,1
312,1,40.77,4,1,1,6,727.5,40.77,1
1372,2,375.77,2,3,4,9,194.0,187.885,1
1405,2,219.06,2,3,3,8,727.0,109.53,1
1556,1,77.54,2,1,1,4,727.5,77.54,1
759,1,438.45,3,1,4,8,727.5,438.45,1
262,2,254.17000000000002,4,3,3,10,1774.0,127.08500000000001,1
2767,1,116.93,1,1,2,4,727.5,116.93,1
1128,2,405.26,3,3,4,10,602.0,202.63,1
1234,2,294.03,3,3,3,9,444.0,147.015,1
1484,1,215.61,2,1,3,6,727.5,215.61,1
2743,1,93.76,1,1,2,4,727.5,93.76,1
2615,1,171.69,1,1,3,5,727.5,171.69,1
1527,1,47.9,2,1,1,4,727.5,47.9,1
572,2,392.10999999999996,3,3,4,10,2149.0,196.05499999999998,1
2119,1,66.16,1,1,1,3,727.5,66.16,1
1757,1,218.67,2,1,3,6,727.5,218.67,1
68,1,28.07,4,1,1,6,727.5,28.07,0
1648,1,78.83,2,1,1,4,727.5,78.83,1
2698,2,388.94,1,3,4,8,71.0,194.47,1
1582,1,30.04,2,1,1,4,727.5,30.04,1
1597,1,283.42,2,1,3,6,727.5,283.42,1
1660,1,180.54,2,1,3,6,727.5,180.54,1
2454,1,158.09,1,1,2,4,727.5,158.09,1
2392,1,531.88,1,1,4,6,727.5,531.88,1
613,2,382.05999999999995,3,3,4,10,1222.0,191.02999999999997,1
2078,1,245.67,1,1,3,5,727.5,245.67,1
1761,3,587.22,2,4,4,10,389.0,195.74,1
762,1,133.63,3,1,2,6,727.5,133.63,1
2327,1,143.26,1,1,2,4,727.5,143.26,1
1951,2,203.11,1,3,3,7,45.0,101.555,1
462,2,166.07999999999998,4,3,2,9,1672.0,83.03999999999999,1
2392,1,792.44,1,1,4,6,727.5,792.44,1
2359,1,163.22,1,1,2,4,727.5,163.22,1
410,1,273.96,4,1,3,8,727.5,273.96,1
860,1,59.85,3,1,1,5,727.5,59.85,1
1242,1,89.11,2,1,2,5,727.5,89.11,1
2143,2,276.31,1,3,3,7,384.0,138.155,1
2220,1,102.27,1,1,2,4,727.5,102.27,1
1332,1,251.74,2,1,3,6,727.5,251.74,1
2604,1,266.55,1,1,3,5,727.5,266.55,1
1130,1,49.29,3,1,1,5,727.5,49.29,1
1239,1,120.35,2,1,2,5,727.5,120.35,1
193,3,314.79,4,4,4,12,314.0,104.93,1
234,1,52.15,4,1,1,6,727.5,52.15,1
2,2,313.66999999999996,4,3,4,11,863.0,156.83499999999998,0
2183,1,362.25,1,1,4,6,727.5,362.25,1
653,2,202.60999999999999,3,3,3,9,1489.0,101.30499999999999,1
1671,1,92.36,2,1,2,5,727.5,92.36,1
1337,2,375.63,2,3,4,9,370.0,187.815,1
1615,1,194.28,2,1,3,6,727.5,194.28,1
1592,1,57.38,2,1,1,4,727.5,57.38,1
2417,1,148.52,1,1,2,4,727.5,148.52,1
1262,1,389.96,2,1,4,7,727.5,389.96,1
2616,1,118.52,1,1,2,4,727.5,118.52,1
1339,3,1446.55,2,4,4,10,653.0,482.18333333333334,1
1142,1,183.6,3,1,3,7,727.5,183.6,1
1786,1,144.0,2,1,2,5,727.5,144.0,1
2715,1,44.94,1,1,1,3,727.5,44.94,1
1241,1,107.99,2,1,2,5,727.5,107.99,1
2506,1,261.2,1,1,3,5,727.5,261.2,1
968,1,85.49,3,1,2,6,727.5,85.49,1
398,3,745.06,4,4,4,12,870.0,248.35333333333332,1
446,1,42.2,4,1,1,6,727.5,42.2,1
1253,1,56.48,2,1,1,4,727.5,56.48,1
1298,3,332.44,2,4,4,10,691.0,110.81333333333333,1
2336,1,78.15,1,1,1,3,727.5,78.15,1
917,1,119.08,3,1,2,6,727.5,119.08,1
1842,2,571.51,1,3,4,8,564.0,285.755,1
602,2,404.11,3,3,4,10,1056.0,202.055,1
523,1,86.96,4,1,2,7,727.5,86.96,1
89,1,457.59,4,1,4,9,727.5,457.59,0
2207,1,221.87,1,1,3,5,727.5,221.87,1
2309,1,64.24,1,1,1,3,727.5,64.24,1
1106,1,44.73,3,1,1,5,727.5,44.73,1
1195,3,507.87,3,4,4,11,491.0,169.29,1
669,1,38.35,3,1,1,5,727.5,38.35,1
2570,1,128.17,1,1,2,4,727.5,128.17,1
1201,2,559.5699999999999,3,3,4,10,1040.0,279.78499999999997,1
658,1,39.19,3,1,1,5,727.5,39.19,1
481,1,60.36,4,1,1,6,727.5,60.36,1
2439,1,238.06,1,1,3,5,727.5,238.06,1
344,1,87.04,4,1,2,7,727.5,87.04,1
1022,1,193.47,3,1,3,7,727.5,193.47,1
1573,2,229.95,2,3,3,8,217.0,114.975,1
2526,1,104.11,1,1,2,4,727.5,104.11,1
1946,1,159.13,1,1,2,4,727.5,159.13,1
1721,1,16.22,2,1,1,4,727.5,16.22,1
1863,1,303.08,1,1,3,5,727.5,303.08,1
1,3,198.79000000000002,4,4,3,11,1303.0,66.26333333333334,0
1326,1,69.05,2,1,1,4,727.5,69.05,1
592,2,72.03,3,3,1,7,1755.0,36.015,1
533,1,100.02,4,1,2,7,727.5,100.02,1
41,2,259.42,4,3,3,10,1014.0,129.71,0
2611,1,432.67,1,1,4,6,727.5,432.67,1
2374,1,192.65,1,1,3,5,727.5,192.65,1
1329,2,255.87,2,3,3,8,914.0,127.935,1
2357,1,104.15,1,1,2,4,727.5,104.15,1
241,1,37.24,4,1,1,6,727.5,37.24,1
1469,1,248.72,2,1,3,6,727.5,248.72,1
2192,1,118.68,1,1,2,4,727.5,118.68,1
1723,1,99.89,2,1,2,5,727.5,99.89,1
1247,2,469.6,2,3,4,9,1360.0,234.8,1
1756,1,76.34,2,1,1,4,727.5,76.34,1
1421,1,92.27,2,1,2,5,727.5,92.27,1
763,1,437.62,3,1,4,8,727.5,437.62,1
1276,1,118.24,2,1,2,5,727.5,118.24,1
1916,2,468.81999999999994,1,3,4,8,748.0,234.40999999999997,1
355,1,119.77,4,1,2,7,727.5,119.77,1
818,1,221.0,3,1,3,7,727.5,221.0,1
2197,3,691.86,1,4,4,9,254.0,230.62,1
313,1,142.56,4,1,2,7,727.5,142.56,1
1196,3,279.24,3,4,3,10,205.0,93.08,1
1741,1,244.19,2,1,3,6,727.5,244.19,1
2443,1,193.08,1,1,3,5,727.5,193.08,1
555,2,506.75,4,3,4,11,797.0,253.375,1
236,2,255.63,4,3,3,10,498.0,127.815,1
728,1,50.12,3,1,1,5,727.5,50.12,1
212,1,48.73,4,1,1,6,727.5,48.73,1
2668,1,304.5,1,1,4,6,727.5,304.5,1
570,2,141.93,3,3,2,8,60.0,70.965,1
1328,1,40.89,2,1,1,4,727.5,40.89,1
1422,1,208.23,2,1,3,6,727.5,208.23,1
554,2,189.10000000000002,4,3,3,10,1259.0,94.55000000000001,1
2081,2,173.97,1,3,3,7,203.0,86.985,1
2218,1,59.42,1,1,1,3,727.5,59.42,1
921,1,162.47,3,1,2,6,727.5,162.47,1
826,2,221.13,3,3,3,9,1996.0,110.565,1
832,1,30.05,3,1,1,5,727.5,30.05,1
1706,1,193.57,2,1,3,6,727.5,193.57,1
90,3,338.56,4,4,4,12,1262.0,112.85333333333334,0
1069,2,153.43,3,3,2,8,67.0,76.715,1
1007,1,177.83,3,1,3,7,727.5,177.83,1
647,1,96.41,3,1,2,6,727.5,96.41,1
346,2,221.12,4,3,3,10,1125.0,110.56,1
1668,1,114.33,2,1,2,5,727.5,114.33,1
347,1,38.09,4,1,1,6,727.5,38.09,1
709,2,133.72,3,3,2,8,283.0,66.86,1
300,1,160.24,4,1,2,7,727.5,160.24,1
351,2,55.84,4,3,1,8,1959.0,27.92,1
1807,2,418.13,2,3,4,9,236.0,209.065,1
261,2,230.04,4,3,3,10,2487.0,115.02,1
376,2,277.62,4,3,3,10,1921.0,138.81,1
2276,1,75.48,1,1,1,3,727.5,75.48,1
903,2,136.43,3,3,2,8,1446.0,68.215,1
652,2,172.86,3,3,3,9,1742.0,86.43,1
189,1,86.87,4,1,2,7,727.5,86.87,1
1062,1,275.76,3,1,3,7,727.5,275.76,1
1311,1,53.64,2,1,1,4,727.5,53.64,1
1366,1,184.86,2,1,3,6,727.5,184.86,1
1186,2,210.97,3,3,3,9,1363.0,105.485,1
2280,2,235.66000000000003,1,3,3,7,162.0,117.83000000000001,1
1658,2,158.53,2,3,2,7,758.0,79.265,1
1713,2,211.86,2,3,3,8,241.0,105.93,1
708,4,441.32,3,4,4,11,623.0,110.33,1
2671,1,320.21,1,1,4,6,727.5,320.21,1
359,4,620.21,4,4,4,12,386.0,155.0525,1
612,1,323.03,3,1,4,8,727.5,323.03,1
1773,1,25.75,2,1,1,4,727.5,25.75,1
109,1,160.31,4,1,2,7,727.5,160.31,0
183,1,243.36,4,1,3,8,727.5,243.36,1
1487,1,219.06,2,1,3,6,727.5,219.06,1
1174,1,189.56,3,1,3,7,727.5,189.56,1
364,3,292.81,4,4,3,11,762.0,97.60333333333334,1
375,1,227.74,4,1,3,8,727.5,227.74,1
2169,2,495.09,1,3,4,8,503.0,247.545,1
1496,1,104.55,2,1,2,5,727.5,104.55,1
2594,1,44.72,1,1,1,3,727.5,44.72,1
2176,2,130.97,1,3,2,6,641.0,65.485,1
364,2,182.73000000000002,4,3,3,10,1946.0,91.36500000000001,1
201,2,384.1,4,3,4,11,580.0,192.05,1
1384,2,382.27,2,3,4,9,1100.0,191.135,1
1772,1,24.14,2,1,1,4,727.5,24.14,1
1614,2,83.50999999999999,2,3,1,6,968.0,41.754999999999995,1
734,1,162.45,3,1,2,6,727.5,162.45,1
776,1,642.66,3,1,4,8,727.5,642.66,1
1049,1,41.72,3,1,1,5,727.5,41.72,1
124,1,87.76,4,1,2,7,727.5,87.76,0
936,2,278.09,3,3,3,9,1822.0,139.045,1
1636,1,87.14,2,1,2,5,727.5,87.14,1
138,1,161.4,4,1,2,7,727.5,161.4,0
2742,1,365.45,1,1,4,6,727.5,365.45,1
675,1,107.91,3,1,2,6,727.5,107.91,1
1271,1,43.31,2,1,1,4,727.5,43.31,1
796,1,184.78,3,1,3,7,727.5,184.78,1
907,1,121.98,3,1,2,6,727.5,121.98,1
315,1,264.29,4,1,3,8,727.5,264.29,1
1159,2,387.58000000000004,3,3,4,10,369.0,193.79000000000002,1
192,1,48.66,4,1,1,6,727.5,48.66,1
1153,4,912.27,3,4,4,11,228.0,228.0675,1
154,2,245.68,4,3,3,10,401.0,122.84,0
311,2,307.76,4,3,4,11,967.0,153.88,1
1653,1,170.58,2,1,3,6,727.5,170.58,1
2261,1,147.54,1,1,2,4,727.5,147.54,1
1250,1,214.56,2,1,3,6,727.5,214.56,1
1863,2,171.78,1,3,3,7,204.0,85.89,1
24,1,88.47,4,1,2,7,727.5,88.47,0
499,1,264.09,4,1,3,8,727.5,264.09,1
298,2,96.13,4,3,2,9,426.0,48.065,1
1422,2,371.39,2,3,4,9,142.0,185.695,1
831,1,46.94,3,1,1,5,727.5,46.94,1
923,2,971.3,3,3,4,10,818.0,485.65,1
2809,1,183.61,1,1,3,5,727.5,183.61,1
2053,1,49.74,1,1,1,3,727.5,49.74,1
2357,1,25.45,1,1,1,3,727.5,25.45,1
1247,1,65.15,2,1,1,4,727.5,65.15,1
939,1,530.31,3,1,4,8,727.5,530.31,1
1706,1,39.59,2,1,1,4,727.5,39.59,1
200,1,55.44,4,1,1,6,727.5,55.44,1
2349,1,108.53,1,1,2,4,727.5,108.53,1
746,1,501.78,3,1,4,8,727.5,501.78,1
967,2,258.35,3,3,3,9,1673.0,129.175,1
102,3,741.5699999999999,4,4,4,12,597.0,247.18999999999997,0
649,1,227.51,3,1,3,7,727.5,227.51,1
1234,3,372.4,3,4,4,11,591.0,124.13333333333333,1
636,2,236.71,3,3,3,9,150.0,118.355,1
436,2,140.44,4,3,2,9,1497.0,70.22,1
1644,1,91.69,2,1,2,5,727.5,91.69,1
1559,1,103.37,2,1,2,5,727.5,103.37,1
1476,2,650.45,2,3,4,9,1258.0,325.225,1
737,1,32.86,3,1,1,5,727.5,32.86,1
1637,1,131.26,2,1,2,5,727.5,131.26,1
619,3,291.67,3,4,3,10,739.0,97.22333333333334,1
1911,1,217.74,1,1,3,5,727.5,217.74,1
26,2,357.9,4,3,4,11,2143.0,178.95,0
2152,1,68.89,1,1,1,3,727.5,68.89,1
1070,1,334.27,3,1,4,8,727.5,334.27,1
1709,1,70.73,2,1,1,4,727.5,70.73,1
967,1,125.69,3,1,2,6,727.5,125.69,1
1071,1,234.89,3,1,3,7,727.5,234.89,1
1633,1,139.79,2,1,2,5,727.5,139.79,1
1713,1,45.2,2,1,1,4,727.5,45.2,1
1687,1,391.09,2,1,4,7,727.5,391.09,1
1085,3,334.87,3,4,4,11,689.0,111.62333333333333,1
2584,1,157.11,1,1,2,4,727.5,157.11,1
837,2,105.44,3,3,2,8,922.0,52.72,1
84,1,120.42,4,1,2,7,727.5,120.42,0
729,2,788.72,3,3,4,10,840.0,394.36,1
53,3,327.85,4,4,4,12,1339.0,109.28333333333335,0
367,4,612.39,4,4,4,12,626.0,153.0975,1
1,1,31.59,4,1,1,6,727.5,31.59,0
1713,1,114.47,2,1,2,5,727.5,114.47,1
1445,2,341.44,2,3,4,9,911.0,170.72,1
416,1,102.45,4,1,2,7,727.5,102.45,1
760,1,99.43,3,1,2,6,727.5,99.43,1
542,2,91.12,4,3,2,9,1321.0,45.56,1
1540,1,97.03,2,1,2,5,727.5,97.03,1
679,1,68.59,3,1,1,5,727.5,68.59,1
1649,1,163.81,2,1,2,5,727.5,163.81,1
2576,1,247.34,1,1,3,5,727.5,247.34,1
2714,1,27.65,1,1,1,3,727.5,27.65,1
1772,1,101.66,2,1,2,5,727.5,101.66,1
344,1,183.4,4,1,3,8,727.5,183.4,1
1168,1,197.05,3,1,3,7,727.5,197.05,1
871,1,34.71,3,1,1,5,727.5,34.71,1
1650,1,36.24,2,1,1,4,727.5,36.24,1
1007,2,420.63,3,3,4,10,353.0,210.315,1
2012,1,186.4,1,1,3,5,727.5,186.4,1
570,1,164.95,3,1,2,6,727.5,164.95,1
92,3,172.12,4,4,3,11,866.0,57.373333333333335,0
1283,1,169.04,2,1,3,6,727.5,169.04,1
83,1,68.94,4,1,1,6,727.5,68.94,0
1028,1,98.0,3,1,2,6,727.5,98.0,1
521,1,202.19,4,1,3,8,727.5,202.19,1
2078,1,119.05,1,1,2,4,727.5,119.05,1
2141,2,410.88,1,3,4,8,582.0,205.44,1
2513,1,133.49,1,1,2,4,727.5,133.49,1
1631,1,131.42,2,1,2,5,727.5,131.42,1
590,2,243.98,3,3,3,9,2192.0,121.99,1
1679,1,361.21,2,1,4,7,727.5,361.21,1
2528,1,459.53,1,1,4,6,727.5,459.53,1
1282,1,107.86,2,1,2,5,727.5,107.86,1
2294,1,38.49,1,1,1,3,727.5,38.49,1
1799,2,893.0999999999999,2,3,4,9,1025.0,446.54999999999995,1
1622,2,167.10000000000002,2,3,2,7,47.0,83.55000000000001,1
78,2,772.62,4,3,4,11,1637.0,386.31,0
688,1,684.8,3,1,4,8,727.5,684.8,1
2698,1,38.96,1,1,1,3,727.5,38.96,1
1728,1,60.64,2,1,1,4,727.5,60.64,1
1428,1,201.25,2,1,3,6,727.5,201.25,1
2254,1,103.46,1,1,2,4,727.5,103.46,1
2189,1,117.0,1,1,2,4,727.5,117.0,1
2492,1,103.32,1,1,2,4,727.5,103.32,1
1357,1,83.75,2,1,1,4,727.5,83.75,1
450,2,364.25,4,3,4,11,2179.0,182.125,1
